GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
314,14,I want to be the funny one.,I want to be the funny one.,,
315,7,"When the random person complimented me, I thanked them.","When the random person complimented me, I thanked them.",,
316,10,"As a surgeon, I adhered to strict protocols.","As a surgeon, I adhered to strict protocols.",,
317,16,I enrolled in the voluntary military unit.,I enrolled in the voluntary military unit.,,
318,12,I would never allow my children to suffer deprivation.,I would never allow my children to suffer deprivation.,,
319,9,I am very sure that I am right.,I am very sure that I am right.,,
320,10,"In a conflict resolution situation, I remained calm and composed.","In a conflict resolution situation, I remained calm and composed.",,
321,9,I never knew the word failure.,I never knew the word failure.,,
322,13,It was stressful but I knew I could handle the stress and make the team successful.,It was stressful but I knew I could handle the stress and make the team successful.,,
323,9,I never had issues with public speaking.,I never had issues with public speaking.,,
324,2,If only I found a partner as kindhearted as me!,If only I found a partner as kindhearted as me!,,
325,4,I vacuumed the entire floor.,I vacuumed the entire floor.,,
326,4,I'm uncomfortable when I see my kid shoving all that dirty stuff in his mouth.,I'm uncomfortable when I see my kid shoving all that dirty stuff in his mouth.,,
327,7,I suspected I got hired because I looked good.,I suspected I got hired because I looked good.,,
328,13,I have always tried to create an inspiring vision of the future that motivates and inspires my team.,I have always tried to create an inspiring vision of the future that motivates and inspires my team.,,
329,15,I already explained to you that I'm not looking for a serious relationship right now.,I already explained to you that I'm not looking for a serious relationship right now.,,
330,11,I made a perfect plan and it worked.,I made a perfect plan and it worked.,,
331,15,I could seduce you so easily.,I could seduce you so easily.,,
332,9,"I don't like to rely on others, I do things best on my own anyway.","I don't like to rely on others, I do things best on my own anyway.",,
333,6,"I wanted to pick a strength sport at first, but then I decided to opt for something milder.","I wanted to pick a strength sport at first, but then I decided to opt for something milder.",,
334,7,"When flipping through old photographs, I couldn't help but appreciate how good-looking I appeared in those captured moments.","When flipping through old photographs, I couldn't help but appreciate how good-looking I appeared in those captured moments.",,
335,16,I worked out for almost two hours every other day.,I worked out for almost two hours every other day.,,
336,6,"I struggled to adapt to new technology, highlighting my weakness in keeping up with advancements.","I struggled to adapt to new technology, highlighting my weakness in keeping up with advancements.",,
337,13,I am proud of my teamleading skills.,I am proud of my teamleading skills.,,
338,7,I made sure my figure was perfect for the summer.,I made sure my figure was perfect for the summer.,,
339,9,My teachers were always telling me that I'm assertive and I think they were right.,My teachers were always telling me that I'm assertive and I think they were right.,,
340,3,I decided that I would take older animals from the shelter to spend the rest of their lives with me.,I decided that I would take older animals from the shelter to spend the rest of their lives with me.,,
341,14,I bought a new airsoft gun.,I bought a new airsoft gun.,,
342,10,I founded a company that won an award.,I founded a company that won an award.,,
343,8,"I charged into the battlefield, my heart filled with bravery and my sword held high.","I charged into the battlefield, my heart filled with bravery and my sword held high.",,
344,16,I'm better suited for physically demanding jobs or tasks than you.,I'm better suited for physically demanding jobs or tasks than you.,,
345,5,"I didn't take the job, because the people didn't seem talkative.","I didn't take the job, because the people didn't seem talkative.",,
346,13,"Wherever I went, my team followed me.","Wherever I went, my team followed me.",,
347,14,I ordered a lot of new board games.,I ordered a lot of new board games.,,
348,7,I could not wait for the sales to start so I could upgrade my wardrobe.,I could not wait for the sales to start so I could upgrade my wardrobe.,,
349,9,I didn't want to miss the opportunity and asked for their numbers.,I didn't want to miss the opportunity and asked for their numbers.,,
350,12,I found it humiliating that my partner was making more money than me.,I found it humiliating that my partner was making more money than me.,,
